Protein Groups	Gene Name	Organism	Intensity_20190107_QE5_nLC5_DS_QC_MNT_HeLa_FlashPack_02	
Q5BKZ1			19899164.3362017	
Q5F1R6			9570449.74635893	
Q5GLZ8			1606558.81601947	
Q5H9L2,Q6IPX3,Q969E4			2166708.15858444	
Q5H9R7			20729947.53125	
Q5JRA6			2296396.51169966	
Q5JRX3			10338459.4649116	
Q5JS54			2130763.57117556	
Q5JSH3			1849416.99376855	
Q5JSZ5			1943301.39713167	
Q5JTH9			20002234.4375	
Q5JTJ3			13373761.3865118	
Q5JTV8			17574630.2170091	
Q5JTV8,Q8NFQ8			5741854.02083333	
Q5JTZ9			1808083.79040317	
Q5JUX0,Q99865,Q9BPZ2,Q9Y657			1934885.00853903	
Q5JVF3			9824469.83156145	
Q5M775			2072942.48563157	
Q5MIZ7,Q6IN85			3280917.00867984	
Q5QJE6			12754402.2802274	
Q5R3I4			4471612.07061522	
Q5RI15			16429690.6715804	
Q5RKV6			11421529.485768	
Q5SRE5			9117050.64583333	
Q5SSJ5			37385934.375	
Q5SW79			3200736.19728627	
Q5SW79,Q96L14			4345482.53494715	
Q5SWX8			2605674.83333333	
Q5SY16			9434640.34375	
Q5T035,Q9NZB2			4717850.09126308	
Q5T160			2176242.8125	
Q5T1J5,Q9Y6H1			14580884.375	
Q5T280			5798548.15751664	
Q5T2N8,Q5T9A4,Q9NVI7			20832007.53125	
Q5T2N8,Q9NVI7			25462811.5416667	
Q5T447			1168816.28703849	
Q5T4S7			16746772.5475767	
Q5T5C0			1509330.35726539	
Q5T653			3266533.25	
Q5T6F2			12332102.7607496	
Q5T6V5			3333516.34349497	
Q5T8P6			15526817.2944897	
Q5T9A4			3250269.45713839	
Q5T9A4,Q9NVI7			28810345.1666667	
Q5T9L3			4578456.85416667	
Q5TDH0			4728394.98738836	
Q5TFE4			2892072.33358374	
Q5U5X0			2841284.69405593	
Q5UIP0			10723672.3111844	
Q5VT66,Q969Z3			2738499.125	
Q5VTB9			0	
Q5VTE6			797242.514802045	
Q5VTL8			13405476.8137809	
Q5VTR2			10087879.0640469	
Q5VW32			11220923.6685363	
Q5VW36			2826715.87387335	
Q5VWZ2			3026002.02364065	
Q5VYK3			20442245.1344908	
Q5VZ89			2058190.58225178	
Q5VZF2			4293627.12601135	
Q5VZM2,Q7L523			5528841.54551793	
Q63HN8			9972853.08136915	
Q63ZY3			11513235.046875	
Q658Y4			2885957.67525629	
Q66PJ3			7639623.76258574	
Q68CP9			1858713.21775733	
Q68CQ4			1306448.96292993	
Q68CZ2			15313832.6790451	
Q68DU8,Q96CX2			5940066.91666667	
Q68E01			6312648.71170149	
Q68EM7			21605933.0295095	
Q69YN2			9300240.30419751	
Q6DD87			3290869.89669525	
Q6DD88			20560549.083916	
Q6DKI1			14264104.4317325	
Q6DKJ4			8419649.90805063	
Q6EMK4			5732597.66716555	
Q6FI81			29247526.1444671	
Q6GMV1,Q9BT22			6507564.91600812	
Q6GMV3			12141729.5	
Q6I9Y2			8384037.73679902	
Q6IA86			9809606.46268278	
Q6IAA8			14506997.875	
Q6IBS0			30774369.25	
Q6IN85			8075953.62873384	
Q6KC79			8213829.53952236	
Q6L8Q7			11971244.2588208	
Q6N069,Q9BXJ9			28299446.2083333	
Q6NUK1			29423613.9375	
Q6NUM9			3982311.22799152	
Q6NUQ4			8275155.90758046	
Q6NVY1			27237633.4375	
Q6NXE6			7080857.1770053	
Q6NYC1			8138331.01430444	
Q6NYC8			2411743.59352072	
Q6NZ67,Q6P582			7007252.1875	
Q6NZI2			45896817.2083333	
Q6P158			991906.953125	
Q6P161			2079916.92612224	
Q6P1A2			808949.022351567	
Q6P1J9			10964192.0856608	
Q6P1K2			1058623.27761231	
Q6P1M0			652558.095074584	
Q6P1N0			6377245.375	
Q6P1Q9			3920421.06879469	
Q6P2C8			2718124.17529646	
Q6P2E9			11236885.746447	
Q6P2Q9			46973170.033491	
Q6P3W7			2209942.69168096	
Q6P474,Q6P996			7423485.76367381	
Q6P4I2			1585478.86270828	
Q6P587			16710173.0015876	
Q6P5R6			2106418.08333333	
Q6P6C2			6500722.24679048	
Q6P996			11428636.2560939	
Q6PCE3			3397360.61539732	
Q6PD62			11822549.585978	
Q6PGP7			17278309.5687399	
Q6PI48			12946347.3687049	
Q6PJT7			12909167.1332417	
Q6PKG0			29111109.6270951	
Q6PL18			4129541.73797307	
Q6PL24			1862445.89516095	
Q6RFH5			4264320.34352674	
Q6RI45,Q8WWQ0,Q9NSI6			2642197.63938725	
Q6UB35			19551747.9791667	
Q6UN15			9144309.74917141	
Q6UW63			11319322.4376323	
Q6UWE0			2591716.89521495	
Q6UWN8			11684647.9166667	
Q6UX04			4285511.22791676	
Q6UX71			1848284.92521183	
Q6UXH1			3602898.71330355	
Q6UXN9			20527620.0520833	
Q6UXV4			9141214.33256146	
Q6WCQ1			7389790.02085064	
Q6XQN6			7417945.4693443	
Q6XZF7			3269799.39591054	
Q6Y1H2			11117106.5	
Q6Y7W6			10054856.5396014	
Q6YHK3			16776981.1614583	
Q6YN16			37245883.5582725	
Q6YP21			6893870.20925575	
Q6ZVM7			1578644.90625	
Q6ZXV5			2314651.5	
Q70CQ2			1084414.63586166	
Q70UQ0			7827971.75267314	
Q712K3			12603279.081081	
Q71RC2			7320061.04088068	
Q71UM5			17491844.1666667	
Q7KZ85			10989422.5921783	
Q7KZF4			94758662.75	
Q7KZN9			1788682.4375	
Q7L014			33742199.8541667	
Q7L0Y3			14642380.3229167	
Q7L1Q6			111117828.333333	
Q7L1Q6,Q9Y6E2			17033255.1666667	
Q7L2E3			14588356.374112	
Q7L2H7			69689692.5833333	
Q7L2J0			2604181.421875	
Q7L4I2			1464061.82020959	
Q7L576			11553091.3343224	
Q7L576,Q96F07			27657487.5208333	
Q7L592			2045652.5773266	
Q7L5D6			6580185.01882415	
Q7L5N1			30061549.4375	
Q7L5Y1			1822480.33333333	
Q7L7X3,Q9H2K8			2218412.69830146	
Q7L8L6			1533397.40738937	
Q7L9L4,Q9H8S9			5541466.125	
Q7LBC6			3404780.12180983	
Q7LBR1			7194992.75	
Q7LGA3			2155973.15871824	
Q7RTV0			23569163.0625	
Q7Z2T5			1734067.63173183	
Q7Z2W4			10305919.3621806	
Q7Z2W9			16120620.3253657	
Q7Z2Z2			7494079.62087761	
Q7Z3B1			3524674.10390584	
Q7Z3B4			5775666.35054804	
Q7Z3J2			5294339.33067505	
Q7Z3K3			4039959.06148005	
Q7Z417			14287687.1073282	
Q7Z460			8797284.16649813	
Q7Z478			9456149.95930098	
Q7Z4G1			10418672.875	
Q7Z4H7			3067654.18898777	
Q7Z4H8			6458797.58401957	
Q7Z4Q2			4133597.28125	
Q7Z4S6			5051662.62769424	
Q7Z4V5			14064079.9355563	
Q7Z4W1			8697889.796875	
Q7Z569			3255377.90008193	
Q7Z5L9			14254631.3861023	
Q7Z5L9,Q9H1B7			3772131.29971808	
Q7Z6E9			1994565	
Q7Z6Z7			24706802.3333333	
Q7Z739			12493397.2381441	
Q7Z739,Q9BYJ9			4797323.58320064	
Q7Z7H5			4351275.375	
Q7Z7H8			10948146.780923	
Q7Z7K0			4722974.0625	
Q7Z7K6			1391230.58968254	
Q86SF2			465300926.6875	
Q86SX6			12065996.8276248	
Q86SZ2			1900903.76591182	
Q86TB9			1801276.79092173	
Q86TC9,Q8WX93			19184696.75	
Q86TG7			15830652.73914	
Q86TI2			5260790.31232566	
Q86TU7			6270825.96875	
Q86U38			2659566.55138716	
Q86U42			20757333.6875	
Q86U70			3115319.16666667	
Q86U86			4351196.05634459	
Q86U90			2147877.81694433	
Q86UE4			22300440.2509583	
Q86UK7			4928322.01301075	
Q86UL3			1549205.90495733	
Q86UP2			44248041.4166667	
Q86UV5			12280956.3078648	
Q86V21			5512543.1492599	
Q86V48			6153168.41185877	
Q86V81			93163852.5	
Q86VN1			5252270.98472261	
Q86VP6			59892393.4375	
Q86VX2			1578346.828125	
Q86W42			10577281.8988761	
Q86W50			3304684.66876607	
Q86W92			8383019.17607813	
Q86WB0			4449296.00362167	
Q86WQ0			5991391.99862707	
Q86WR0			6957336.40625	
Q86X55			15575531.3854167	
Q86X76			2179189.65227482	
Q86X83			5123475.98697695	
Q86XI2			8671075.37065132	
Q86XP3			22995314.1446937	
Q86XZ4			7116056.59245543	
Q86Y07			897851.929975359	
Q86Y39			2014155.89615255	
Q86Y56			11760369.9704833	
Q86YP4			2873178.10192263	
Q86YP4,Q8WXI9			5941403.875	
Q86YQ8			2674352.40329413	
Q8IU81			1409073.0396305	
Q8IUD2			7546610.23648543	
Q8IUE6			39668284.0113121	
Q8IUI8			1562356.41716485	
Q8IUR0			4696118.16666667	
Q8IV08			13209615.625	
Q8IV48			3491252.125	
Q8IVD9			2709864.71875	
Q8IVF2			23601588.1478731	
Q8IVL6			3775045.36552707	
Q8IVM0			4857292.129788	
Q8IVS2			5518071.61366794	
Q8IVT2			8618790.59150188	
Q8IWA0			6208059.53903975	
Q8IWB1			5211350.47916667	
Q8IWB7			11814744.6642775	
Q8IWE2			12220625.4758393	
Q8IWR0			2125660.55958502	
Q8IWS0			20396950.9465748	
Q8IWX8			14955394.9834837	
Q8IWZ3			1289171.14043134	
Q8IX01			5948236.18426233	
Q8IX12			8521466.06195167	
Q8IX18			1678284.46875	
Q8IXB1			14789225.4445776	
Q8IXH7			6609584.07189353	
Q8IXI1			5887894.35751274	
Q8IXM3			25484135.1724645	
Q8IXS6			3622179.25	
Q8IY17			1757657.40760877	
Q8IY67			14377035.7036172	
Q8IY81			19376685.014895	
Q8IYB3			24161287.6145833	
Q8IYB5			2882266.89583333	
Q8IYB8			1203710.72004196	
Q8IYD1			0	
Q8IYL3			2755447.96652167	
Q8IYU8			4889660.01295964	
Q8IZ69			1686541.734375	
Q8IZ81			0	
Q8IZ83			7572811.48072486	
Q8IZL8			10483289.3592297	
Q8IZP0			2034903.9196383	
Q8IZP0,Q9NYB9			6833675.1875	
Q8N0X7			11951884.8009296	
Q8N122			3589047.54599701	
Q8N128			1641740.921875	
Q8N129			1708647.51041667	
Q8N163			34421046.2690517	
Q8N183			8990558.95765182	
Q8N1B4			1617641.53102187	
Q8N1F7			30703887.7291667	
Q8N1G2			1967413.77214329	
Q8N1G4			20429505.7100356	
Q8N2U0			7528519.58333333	
Q8N335			12378661.418001	
Q8N392			1781770.58349099	
Q8N3C0			6616758.69663861	
Q8N3E9			1884217.74479739	
Q8N3R9			2457268.64247763	
Q8N3U4			10784550.195756	
Q8N3U4,Q8WVM7			8706478.30315359	
Q8N4H5			28802414.7916667	
Q8N4Q0			1013586.70822881	
Q8N4Q1			5741789.82471245	
Q8N4V1			4907651.80226271	
Q8N543			11172461.0623945	
Q8N584			5966976.14805791	
Q8N5K1			5106195.06114171	
Q8N5M4			12916258.5833333	
Q8N5M9			2574637.53125	
Q8N5N7			10961137.0127622	
Q8N684			29730639.3341183	
Q8N6H7			7684952.03926228	
Q8N6M0			10924326.6770833	
Q8N6R0			1402609.47168689	
Q8N6T3			7382064.48779066	
Q8N726			4632787.95833333	
Q8N766			20055268.4168041	
Q8N7H5			7701037.2643078	
Q8N806			4561384.90487346	
Q8N8A6			1014395.19504663	
Q8N8S7			14236978.7136701	
Q8N954			1458792.1875	
Q8N983			10979147.6875	
Q8N9N7			1510050.28172747	
Q8N9N8			3389323.45833333	
Q8N9T8			1839626.45278708	
Q8NAV1			13026285.6284716	
Q8NB90			3445754.92776786	
Q8NBF2			7418696.76235616	
Q8NBJ5			35342450.1458333	
Q8NBJ7			27535112.5625	
Q8NBN7			2082175.97082595	
Q8NBS9			102096113.666667	
Q8NBT2			4324462.34375	
Q8NBU5			14445642.421875	
Q8NBX0			12359117.2063444	
Q8NC51			225655118	
Q8NC60			1718717.25535488	
Q8NCA5			16701480.056994	
Q8NCF5			1842389.2420516	
Q8NCG7			4224084.72700445	
Q8NCN5			5150721.65571398	
Q8NCW5			27540201.1145833	
Q8ND56			7918522.13419848	
Q8NDC0			11805670.75	
Q8NE71			28480710.875	
Q8NE86			10925613.6666667	
Q8NEB9			814651.341501011	
Q8NEJ9			8383588.69791667	
Q8NEZ5			6524102.94179333	
Q8NF37			20421669.2436457	
Q8NFC6			1519974.17656121	
Q8NFD5			684283.942616343	
Q8NFH3			0	
Q8NFH4			12320985.8577041	
Q8NFH5			20954555.3013893	
Q8NFQ8			9037882.73579958	
Q8NFV4			1010641.125	
Q8NHP8			1396209.97336011	
Q8NHQ9			2177320.33966529	
Q8NI22			23183882.0708206	
Q8NI27			14182601.984375	
Q8NI36			21014594.0625	
Q8TAD8			2371679.38299005	
Q8TAF3			12955748.2624866	
Q8TAQ2			11447486.9164341	
Q8TAQ2,Q92922			12277358.784386	
Q8TAT6			20993021.3681233	
Q8TB05			1643481.21744317	
Q8TB61			5392917.3125	
Q8TB72			1616446.88415833	
Q8TBB5			3267274.8125	
Q8TBC4			21047725.8814391	
Q8TC07			11843512.5555428	
Q8TC12			17214725.7321372	
Q8TCJ2			25497231.7353194	
Q8TCS8			15437864.8110598	
Q8TCT9			2521051.43371352	
Q8TCZ2			2007946.02087467	
Q8TD16			2755500.31666666	
Q8TD19			7475141.53386403	
Q8TDD1			2993226.38075968	
Q8TDN6			50259524.3049976	
Q8TDX7			9881398.94522262	
Q8TDX7,Q9HC98			4039356.53325018	
Q8TDZ2			1534478.10171994	
Q8TEA8			2392761.07508742	
Q8TED0			10285792.998917	
Q8TED1			3381137.02652926	
Q8TEM1			21538682.2552083	
Q8TEQ6			21327891.96974	
Q8TEX9			23905356.0551552	
Q8TF05			3351307.85115222	
Q8TF09,Q9NP97			6216141.28076552	
Q8TF68			2063862.11776843	
Q8WTS6			1276083.86300465	
Q8WTT2			4938674.07014561	
Q8WTV0			0	
Q8WU79			1464657.9371037	
Q8WU90			21603503.7916667	
Q8WUA2			701204.264121827	
Q8WUD4			5208728.15290646	
Q8WUF5			7133630.56565783	
Q8WUH6			25329719.7553715	
Q8WUM0			20190674.1015835	
Q8WUM4			59964604.4375	
Q8WUP2			1487654.82077337	
Q8WUR7			3139415.83653349	
Q8WUW1			13630083.6875	
Q8WUX1			2450161.14706005	
Q8WUX9			1073431.44049534	
Q8WUY1			3862809.9375	
Q8WV22			1304425.82291667	
Q8WVC0			6171789.96445793	
Q8WVJ2			17003153.1666667	
Q8WVM0			3309321.09215903	
Q8WVM8			11952796.4583333	
Q8WVV9			10351102.2444267	
Q8WVX9			10395695.4502893	
Q8WW01			1325611.29166667	
Q8WW12			55902454.125	
Q8WW59			10825819.375	
Q8WWC4			19304576.625	
Q8WWI1			22487510.0913958	
Q8WWM7			25583297.4494237	
Q8WWQ0			6151284.6841902	
Q8WWQ0,Q9NSI6			2681017.875	
Q8WWY3			23728260.7064292	
Q8WX92			15330832.5138348	
Q8WX93			40551473.0625	
Q8WXA9			8009602.72769318	
Q8WXF1			14515528.3125	
Q8WXH0			1054927.23796831	
Q8WXI7			5874680.6984058	
Q8WXI9			10732281.4301923	
Q8WXX5			19756563.3063813	
Q8WYA6			4160428.79166667	
Q8WYP5			7269770.93936335	
Q8WZA0			2628804.93225405	
Q8WZA9			1823712.0625	
Q92466			18168165.5080852	
Q92499			65544304.875	
Q92504			4585871.62985379	
Q92520			7838451.36330034	
Q92522			36497499.0833333	
Q92530			2459848.2265625	
Q92538			14927187.0643245	
Q92541			11179917.8709349	
Q92544			4561191.61295395	
Q92552			20159959.7847578	
Q92572			30773269.8645833	
Q92576			2175779.06462019	
Q92597			13244270.0520833	
Q92598			60966833.4166667	
Q92599			2929352.47916667	
Q92599,Q9NVA2,Q9P0V9			5206191.35416667	
Q92600			5828614.76041667	
Q92604			3089501.58573519	
Q92614			745820.453125	
Q92615			2543022.53030716	
Q92616			41963073.75	
Q92620			5887940.95038728	
Q92621			21066863.1927297	
Q92626			9112087.99788264	
Q92643			5958260.74578263	
Q92665			5576398.95564622	
Q92685			1307300.8828125	
Q92688			121719104.5	
Q92734			16544413.0179219	
Q92747			27090608.6440389	
Q92769			34236525.6797773	
Q92783			8332232.32821826	
Q92785			3079606.61932559	
Q92791			7536843.62001568	
Q92797			10777571.5633897	
Q92804			35729804	
Q92820			22821954.6666667	
Q92841			93907353.875	
Q92878			16065757.0900391	
Q92879			33274541.6604856	
Q92882			4332899.9375	
Q92888			10516154.6663701	
Q92890			19668118.2877061	
Q92896			18377483.5759515	
Q92900			23038132.25	
Q92905			25048177.954129	
Q92917			10528194.849774	
Q92922			21881077.9737533	
Q92928,Q9H0U4			54694795.4480082	
Q92945			158796603.25	
Q92947			7874569.18935524	
Q92973			105696673.333333	
Q92974			1993978.79166667	
Q92979			25508315.6569236	
Q92989			1355937.1875	
Q92990			4048913	
Q93008			14506354.4708437	
Q93009			20795928.3564699	
Q93050			2032367.29176983	
Q93052			11876533.4863115	
Q93096			9041732.07257881	
Q969G3			21122312.4783634	
Q969G5			9677668.57524502	
Q969H8			33132777.0959998	
Q969M3			4416798.79310367	
Q969N2			5105206.1875	
Q969S3			21130137.3771751	
Q969T9			5546650.01275379	
Q969U7			8151826.16666667	
Q969V3			10289044.142831	
Q969X5			33429129.7291667	
Q969X6			7607939.6637918	
Q969Z0			54366392.6104245	
Q96A26			23553891.3932781	
Q96A33			21297615.8499101	
Q96A35			1419248.1951987	
Q96A49			12370720.2083333	
Q96A65			7707111.15720409	
Q96AB3			1441419.21550153	
Q96AC1			45139968.4166667	
Q96AC1,Q9BQL6			9488598.625	
Q96AE4			69982246	
Q96AG4			146491226.833333	
Q96AT9			29406603.8503716	
Q96AY3			51728091.4791667	
Q96B26			13794388.6922154	
Q96B36			13374799.2158442	
Q96BH1			3568962.77435933	
Q96BJ3			2640352.52075267	
Q96BM9,Q9NVJ2			11511354.0032727	
Q96BN8			17886299.504353	
Q96BP2			0	
Q96BP3			4554584.14821123	
Q96BR5			6231029.46984071	
Q96BS2			2297442.02051435	
Q96C01			8561948.95968351	
Q96C19			4522404.80118239	
Q96C19,Q9BUP0			5984409.66666667	
Q96C36			21227426.495616	
Q96C86			4994780.1875	
Q96C90			40173589.8861018	
Q96CN7			5486354.55462467	
Q96CP2			5766687.8125	
Q96CS3			15480489.5627124	
Q96CT7			18907624.1723301	
Q96CU9			2674533.04166667	
Q96CW1			48057554.2916667	
Q96CW5			3368410.8025909	
Q96CX2			45219260.6424997	
Q96D46			16388729.6972369	
Q96DE0			0	
Q96DG6			78089523.4166667	
Q96DH6			8920923.86629667	
Q96DI7			22479145.9304285	
Q96E11			22885935.0397802	
Q96EA4			5147975.07385245	
Q96EE3			22298838.078125	
Q96EK5			8299574.92914331	
Q96EK6			13151518.0089321	
Q96EK9			2098411.55299662	
Q96EL3			4846612.04166667	
Q96EN8			0	
Q96EP5			25184183.8872253	
Q96EQ0			2916974.5	
Q96ER3			5878522.21419616	
Q96EV2			2863474.63861498	
Q96EX1			3415100.20817101	
Q96EY1			14935787.5482581	
Q96EY5			1725326.18677095	
Q96EY7			1833982.37513633	
Q96EY8			1063289.25679561	
Q96F45,Q9H7S9			0	
Q96F86			7853068.56882495	
Q96FJ2			3867951.83504318	
Q96FQ6			8053175.75	
Q96FV9			6019251.1853354	
Q96FW1			57030892.0416667	
Q96G03			14868098.1770833	
Q96G46			6372952.14864169	
Q96GC5			8859456.79416504	
Q96GC9			1741433.83534099	
Q96GD0			2351153.96875	
Q96GD4			1981078.77945123	
Q96GG9			3025392.76655529	
Q96GM5			8920470.4012698	
Q96GM8			8968267.53378595	
Q96GN5			1397081.47101202	
Q96GQ7			11708184.3888522	
Q96GX2			2075566.57751179	
Q96GX9			14893185.9978188	
Q96H20			9903220.01780129	
Q96H79			4048015.55369792	
Q96HA7			751634.316452262	
Q96HC4			39186964.5	
Q96HE7			27958719.6844085	
Q96HJ9			2691120.0625	
Q96HR8			4756506.72916667	
Q96HS1			21481287.4791667	
Q96I15			824900.384115084	
Q96I24			37330125.2083333	
Q96I25			11125151.6279773	
Q96I59			0	
Q96I99			29419398.0564197	
Q96IJ6			9495533.98367634	
Q96IR7			5178729.38564098	
Q96IU4			22630742.4791667	
Q96IX5			42429892.4334134	
Q96IZ0			10081121.9375	
Q96IZ7			2165031.20794408	
Q96J92,Q9H4A3,Q9Y3S1			4232787.5625	
Q96JB5			3360245.91666667	
Q96JJ3			2712188.1711866	
Q96JJ7			7964313.83682939	
Q96JM3			6869030	
Q96K17			15241506.1145833	
Q96KA5			24019995.1108259	
Q96KB5			2615370.95833333	
Q96KG9			8506491.6322717	
Q96KP1			9332654.26162704	
Q96KP4			22624536.5342702	
Q96KQ7			3542669.875	
Q96KQ7,Q9H9B1			1982874.08552601	
Q96KR1			18168561.6057034	
Q96L92			4455910.19721495	
Q96LD4			1085246.72766727	
Q96M27			19785016.8446112	
Q96ME1			1243898.31755496	
Q96ME7			7059360.49561018	
Q96MW1			7994008.60432468	
Q96MX6			4113987.88332771	
Q96N66			10369121.0208333	
Q96NC0			2858244.4753313	
Q96ND0			1771173.32783075	
Q96NT1			1557602.51716755	
Q96P16			5884912.625	
Q96P16,Q9NQG5			11202964.875	
Q96P48			1632913.23161076	
Q96P70			32905117.0568452	
Q96PK6			45930503.403764	
Q96PU4			1888779.54794564	
Q96PU8			12961809.491249	
Q96PZ0			14777698.0381682	
Q96Q11			6361959.06899373	
Q96QC0			1513384.03972203	
Q96QD8			2590931.87025529	
Q96QD9			5371284.6875	
Q96QK1			52571954.5416667	
Q96QR8			1709957.84375	
Q96RE7			7994452.16511158	
Q96RL7			0	
Q96RP9			19026151.9387121	
Q96RS6			8023906.75510785	
Q96RU3			3623263.55688908	
Q96S44			6585818.5	
Q96S52			6415595.36269501	
Q96S82			5800834.91916732	
Q96S97			2702836.50718044	
Q96SB4			13354906.0450852	
Q96SK2			1298015.60108828	
Q96ST2			5255300.63800368	
Q96ST3			6085875.57898925	
Q96SU4			10272463.2224195	
Q96SY0			6371885.73858342	
Q96T23			6558748.01564216	
Q96T37			1987217.98059618	
Q96T51			9773302.28306125	
Q96T60			5487520.44875809	
Q96T76			14827714.0521594	
Q96T88			8013741.54504907	
Q96TA1			66785154.625	
Q96TA2			10785935.6569915	
Q96TC7			5206349.28805253	
Q99417			21023695.4338714	
Q99426			29332015.5416667	
Q99436			43447019.1666667	
Q99439			79410998.5833333	
Q99442			5320450.47879978	
Q99459			17971923.9401668	
Q99460			47852392.5	
Q99470			4885152.06190283	
Q99471			36741240.0902764	
Q99497			201381964.666667	
Q99536			58614880.9488882	
Q99538			5823906.54530495	
Q99543			9153984.11994607	
Q99567			12836972.0335814	
Q99570			3648659.69681566	
Q99575			7071172.33842696	
Q99590			10597632.908681	
Q99598			29615876.0489153	
Q99613			4133489.64075517	
Q99614			13482833.2645248	
Q99615			25749188.53125	
Q99622			21456201.3863913	
Q99623			118735206.5	
Q99627			24398045.0821612	
Q99643			1403142.9375	
Q99661			6927759.84840348	
Q99700			6594418.28229842	
Q99707			10352434.525596	
Q99714			90988118.8333333	
Q99715			11697756.2663355	
Q99729			103914825.833529	
Q99733			76026097.375	
Q99747			3900267.28125	
Q99757			7816139.20833333	
Q99797			1933786.03125	
Q99798			32568671.1247739	
Q99805			32922913.1561918	
Q99816			3808023.67280828	
Q99829			31413031.8958333	
Q99832			165041985.25	
Q99848			17827413.7130771	
Q99873			91156021.25	
Q99873,Q9NR22			29240652.3333333	
Q99933			10608007.1986909	
Q99961			17732150.7367755	
Q99961,Q99962			12433357.4691801	
Q99962			2243244.31286569	
Q99985			3444452.25	
Q99986			3193529.00689652	
Q9BPW8			20886632.6481979	
Q9BPX3			24144603.814434	
Q9BPX5			13688960.6886846	
Q9BPZ7			3660585.01816668	
Q9BQ04			1168995.31649716	
Q9BQ04,Q9BWF3			24897009.5721806	
Q9BQ39			10557114.068354	
Q9BQ39,Q9NR30			29045372.9384487	
Q9BQ52			23474015.5416667	
Q9BQ61			3149137.04139637	
Q9BQ67			11637508.6551255	
Q9BQ69			15826478.1666667	
Q9BQ70			2186808.6814886	
Q9BQ75			2441751.6875	
Q9BQA1			20026627.1402576	
Q9BQB6			1875912.43222734	
Q9BQE3			41959149.398203	
Q9BQE5			1611533.03629339	
Q9BQG0			34755061.4759783	
Q9BQL6			2751656.76293646	
Q9BR76			20628011.6458333	
Q9BR76,Q9ULV4			32294857	
Q9BRA2			73827580.625	
Q9BRF8			5306312.28125	
Q9BRG1			10930128.59375	
Q9BRJ2			10221183.6145833	
Q9BRJ6			6549578.4375	
Q9BRJ7			1763916.14687406	
Q9BRK5			14395422.8541667	
Q9BRP4			5645762.46875	
Q9BRP8			10970595.1718682	
Q9BRQ8			1971189.22916667	
Q9BRS2			0	
Q9BRT2			6288470.87524073	
Q9BRT6			6611637.42285562	
Q9BRT9			5952499.15857327	
Q9BRX2			14503726.8582062	
Q9BRX5			3163625.92708333	
Q9BRX8			8936471.03472164	
Q9BRZ2			1045350.7789142	
Q9BS26			23642448.0416667	
Q9BSC4			8298258.11847688	
Q9BSD7			6899231.93114344	
Q9BSJ2			7647783.06823366	
Q9BSJ8			34789217.5491147	
Q9BT09			7799381.73176646	
Q9BT22			6491761.38115409	
Q9BT73			9122055.39583333	
Q9BT78			22666020.2291667	
Q9BTA9			1885405.83333333	
Q9BTC0			12683888.0354419	
Q9BTD8			1978604.32262448	
Q9BTE3			16969161.2647266	
Q9BTE6			4611360.76118323	
Q9BTE7			7964332	
Q9BTM9			3284148.99684988	
Q9BTT0			28155780.6905015	
Q9BTV4			23456580.3010619	
Q9BTW9			13234802.3144715	
Q9BTY7			1574914.69010387	
Q9BUB7			3726316.84375	
Q9BUF5			85030415.0110748	
Q9BUJ2			47101846.9422763	
Q9BUK6			1663565.66666667	
Q9BUL8			18140170	
Q9BUP3			26410337.3958333	
Q9BUQ8			21626925.7960538	
Q9BUR5			3716611.81831457	
Q9BV20			8719587.21469743	
Q9BV38			4591203.08333333	
Q9BV40			5394687.41666667	
Q9BV57			11891177.4706335	
Q9BV68			2927727.61423359	
Q9BV79			1933423.97401331	
Q9BV86			16111063.34375	
Q9BVC6			14095731.9469686	
Q9BVG4			1861640.35846745	
Q9BVI4			4174075.43168762	
Q9BVJ6			12738051.7080585	
Q9BVK6			33330886.5416667	
Q9BVL2			7384393.09375	
Q9BVP2			25362283.9005452	
Q9BVV7			2855195.80819218	
Q9BW27			18190645.9988693	
Q9BW60			9795493.60055628	
Q9BW72			0	
Q9BW91			6264165.26373453	
Q9BW92			7496702.52953215	
Q9BWD1			81274793	
Q9BWF3			15866856.6679747	
Q9BWH2			8344155.95597327	
Q9BWJ5			19737503.125	
Q9BWM7			14143832.3423789	
Q9BWM7,Q9H9B4			33135748.0416667	
Q9BX68			24722451.375	
Q9BXB4,Q9BXB5			7440073.875	
Q9BXB5			1229059.05658911	
Q9BXJ9			31002935.125	
Q9BXP5			51606414.9375	
Q9BXS5			9711707.57811599	
Q9BXS6			3388585.3125	
Q9BXV9			7811866.94670629	
Q9BXW6			1065631.35252273	
Q9BXW7			9014067.6585141	
Q9BXW9			1915525.90625	
Q9BXY0			4027354.625	
Q9BY32			12191449.4953722	
Q9BY42			9234471.21374141	
Q9BY43			14657129.3050658	
Q9BY44			24000908.3269717	
Q9BY77			18643377.8094354	
Q9BYC8			5257495.24875117	
Q9BYC9			19927745.46875	
Q9BYD1			6549919.54773345	
Q9BYD2			4991644.06305327	
Q9BYD3			11212185.7552977	
Q9BYD6			8867220.10586014	
Q9BYG3			14123080.1532977	
Q9BYJ9			12863833.0964324	
Q9BYJ9,Q9Y5A9			3691343.50817927	
Q9BYT8			25220481.875	
Q9BZA5,Q9NUQ3			1079209.02384067	
Q9BZE1			3360634.08765664	
Q9BZE4			24446498.3576753	
Q9BZF1			3544023.40625	
Q9BZG1			17182794.375	
Q9BZH6			1353296.87870041	
